ID_Mahasiswa ;Label;Nilai_Matematika;Nilai_Biologi;Nilai_Fisika;Nilai_Kimia ;Nilai_English;Kognitif_Skills;Creativity_Innovation;Communication_Collaboration;Adaptation_DecisionMaking;Tech_Coding_Interest;Research_Data_Interest;Problem_Solving_Interest ;Creative_Social_Skills ;Field_Work_Interest ;Leadership_Skills ;Preference for Practical Work
M341;Matematika;88;64;72;70;76;94;78;69;77;1;0;1;0;0;1;1
M342;Matematika;87;70;72;66;79;86;79;69;84;1;0;1;1;0;0;0
M343;Matematika;81;66;70;67;74;98;70;66;83;1;0;1;0;0;0;0
M344;Matematika;90;60;71;66;79;85;71;66;80;1;1;1;1;0;1;1
M345;Matematika;85;60;75;66;73;95;79;75;82;0;1;0;0;0;0;0
M346;Matematika;82;64;78;73;79;88;71;73;79;1;0;0;0;0;0;0
M347;Matematika;89;66;70;75;80;95;80;67;83;0;1;1;0;0;1;0
M348;Matematika;89;60;71;68;74;93;74;75;77;0;1;1;0;0;0;0
M349;Matematika;90;62;77;70;78;88;80;74;77;1;1;1;1;0;0;0
M350;Matematika;87;68;78;65;77;86;78;74;80;1;1;1;0;0;0;0
M351;Matematika;87;63;80;71;73;85;74;73;85;1;1;1;0;0;1;0
M352;Matematika;86;69;78;66;80;89;79;70;78;1;1;1;1;1;1;0
M353;Matematika;84;64;74;72;79;94;74;67;83;1;1;1;1;1;0;0
M354;Matematika;90;66;79;70;70;88;73;70;82;1;1;1;0;0;0;0
M355;Matematika;90;66;74;65;74;100;80;69;80;0;1;1;0;1;0;0
M356;Matematika;88;64;77;65;70;99;77;73;78;1;1;1;0;0;1;1
M357;Matematika;90;63;71;67;72;86;70;75;77;1;0;1;1;1;0;0
M358;Matematika;80;62;77;66;75;92;77;65;77;0;1;0;0;1;0;0
M359;Matematika;82;60;80;65;80;85;75;72;76;1;1;0;0;0;0;0
M360;Matematika;85;65;78;67;76;97;75;67;81;1;0;1;0;0;0;0
M361;Matematika;88;70;77;68;77;98;79;69;76;1;1;1;0;0;0;0
M362;Matematika;88;65;74;68;77;88;70;66;77;1;1;1;0;0;0;0
M363;Matematika;88;66;72;70;78;93;80;68;84;1;1;1;0;0;0;1
M364;Matematika;87;62;76;66;70;98;70;70;76;0;0;1;0;0;0;0
M365;Matematika;86;68;78;68;77;97;72;74;85;1;1;1;0;0;0;0
M366;Matematika;85;69;80;66;80;90;78;73;82;0;0;0;0;1;1;0
M367;Matematika;82;67;75;65;72;86;80;72;83;1;0;0;0;0;0;0
M368;Matematika;83;64;78;74;72;92;75;66;83;1;0;1;0;0;0;0
M369;Matematika;83;67;75;67;71;95;76;70;83;1;1;0;1;1;0;0
M370;Matematika;84;61;70;69;80;99;70;73;76;0;1;1;1;0;1;0
M371;Matematika;86;62;74;66;77;95;73;74;77;1;1;1;0;0;0;0
M372;Matematika;81;62;77;75;79;93;77;66;81;0;1;0;0;0;0;0
M373;Matematika;80;65;72;70;74;94;71;70;81;1;0;0;0;0;0;0
M374;Matematika;87;69;70;68;76;95;79;74;82;0;1;1;0;1;0;0
M375;Matematika;89;64;72;65;76;88;70;67;85;1;1;1;0;0;0;0
M376;Matematika;86;64;70;71;76;96;77;71;80;1;1;0;0;0;0;0
M377;Matematika;83;68;80;66;77;90;72;65;79;1;1;1;0;1;0;1
M378;Matematika;80;61;79;69;74;98;74;70;75;1;0;1;0;1;0;0
M379;Matematika;83;60;76;73;70;98;72;65;80;0;0;1;0;0;0;0
M380;Matematika;81;65;76;65;78;90;73;75;80;1;1;1;0;0;0;0
M381;Matematika;81;61;78;75;80;93;74;73;77;0;1;1;0;0;0;0
M382;Matematika;89;70;80;70;75;99;80;73;75;1;1;0;0;1;1;0
M383;Matematika;88;66;73;66;75;100;71;68;76;1;1;1;1;0;0;0
M384;Matematika;88;69;71;75;74;85;71;67;82;1;1;1;0;0;0;0
M385;Matematika;82;64;73;73;80;88;71;73;78;1;1;1;1;0;0;0
M386;Matematika;85;65;79;70;77;99;74;69;85;1;1;1;0;0;0;0
M387;Matematika;87;69;76;73;74;93;72;74;82;1;1;1;0;1;0;0
M388;Matematika;85;70;80;65;75;85;74;68;77;1;1;1;0;0;0;0
M389;Matematika;84;68;79;65;77;90;77;65;83;1;1;1;1;0;0;0
M390;Matematika;80;64;70;74;80;92;80;66;81;1;0;1;0;0;1;0
M391;Matematika;90;68;73;71;77;96;79;75;83;1;1;1;0;1;0;1
M392;Matematika;84;67;79;65;71;86;77;69;79;1;0;1;1;1;1;0
M393;Matematika;87;67;80;66;80;88;77;70;79;1;1;1;1;0;0;0
M394;Matematika;89;65;76;69;77;86;72;69;84;1;1;0;0;0;0;0
M395;Matematika;86;67;73;67;77;92;73;66;77;0;1;1;0;0;0;0
M396;Matematika;84;61;73;75;74;87;73;65;75;1;1;1;0;1;0;0
M397;Matematika;84;70;77;72;76;93;75;66;75;0;1;1;1;0;1;0
M398;Matematika;89;68;70;69;80;89;70;71;81;0;1;0;0;0;0;0
M399;Matematika;80;66;78;70;80;96;70;72;84;1;1;1;0;1;0;0
M400;Matematika;89;60;70;70;76;88;71;72;82;1;1;1;0;0;0;0
M401;Matematika;89;68;74;68;71;93;78;66;84;1;1;1;0;0;0;0
M402;Matematika;86;64;76;67;77;96;70;75;82;1;1;1;1;0;0;0
M403;Matematika;80;65;77;70;71;92;80;71;79;0;1;1;0;0;0;1
M404;Matematika;86;69;79;66;75;90;71;69;76;1;1;0;1;0;0;0
M405;Matematika;84;70;76;71;72;98;76;65;84;0;1;1;1;1;0;0
M406;Matematika;85;62;76;66;78;95;79;70;84;1;0;1;0;0;0;0
M407;Matematika;87;68;80;66;79;89;74;65;76;1;1;1;0;0;1;0
M408;Matematika;83;64;73;68;78;88;73;69;75;1;1;1;0;1;1;0
M409;Matematika;81;68;75;69;71;98;72;72;81;0;0;1;0;0;0;1
M410;Matematika;81;63;79;66;70;85;70;71;78;1;0;1;0;0;0;0
M411;Matematika;89;63;80;71;76;96;76;73;77;1;1;1;1;0;0;0
M412;Matematika;87;68;80;69;71;96;73;75;81;0;0;1;0;0;0;0
M413;Matematika;88;65;77;72;77;87;77;67;78;0;0;1;0;1;0;0
M414;Matematika;89;70;77;65;79;95;74;66;75;0;0;1;1;0;1;0
M415;Matematika;82;62;72;70;80;94;77;73;83;1;1;1;0;1;0;1
M416;Matematika;80;68;73;67;77;100;71;75;81;1;1;1;0;0;0;0
M417;Matematika;81;61;72;74;76;92;75;75;77;1;1;1;0;0;0;0
M418;Matematika;84;63;78;72;77;99;78;74;77;1;1;0;0;0;0;1
M419;Matematika;90;63;78;75;70;88;75;68;83;0;1;1;0;0;0;0
M420;Matematika;89;62;73;68;70;96;72;69;84;1;1;1;0;0;0;0
M421;Matematika;85;62;71;73;75;91;77;74;75;1;1;0;0;0;0;0
M422;Matematika;90;66;76;67;78;95;70;74;81;0;1;1;1;0;0;0
M423;Matematika;81;68;71;73;71;87;74;74;81;1;1;1;0;1;0;0
M424;Matematika;86;67;79;71;75;87;73;73;82;1;1;1;0;0;0;1
M425;Matematika;82;62;73;72;73;90;76;72;75;1;1;1;0;0;0;0
M426;Matematika;89;63;75;68;71;98;77;65;82;1;1;1;1;0;0;0
M427;Matematika;89;64;71;68;71;87;72;72;83;1;1;1;0;0;0;0
M428;Matematika;90;69;75;70;78;89;73;70;81;1;0;0;0;0;0;1
M429;Matematika;87;69;80;74;78;88;72;75;82;1;1;1;0;0;1;0
M430;Matematika;89;68;80;73;80;91;78;74;78;1;1;1;0;0;0;1
M431;Matematika;82;65;75;71;80;100;74;67;81;1;1;1;0;0;0;0
M432;Matematika;85;64;80;72;78;94;72;69;85;1;1;1;0;1;0;0
M433;Matematika;90;61;80;65;76;100;77;69;81;0;1;1;0;0;0;1
M434;Matematika;84;65;76;66;70;88;72;66;81;0;1;0;0;1;0;0
M435;Matematika;86;69;78;67;71;87;73;71;79;1;1;1;0;0;0;1
M436;Matematika;80;67;80;65;75;89;76;65;85;1;1;1;0;0;1;0
M437;Matematika;86;69;71;72;78;100;74;69;78;1;1;1;0;0;0;0
M438;Matematika;83;70;72;70;72;99;73;67;83;0;1;1;0;0;0;0
M439;Matematika;85;66;79;73;80;86;71;74;83;1;1;1;1;1;0;0
M440;Matematika;81;70;71;65;70;95;74;70;79;1;0;1;1;0;1;0
M441;Matematika;82;67;80;67;73;92;73;65;84;0;1;1;0;0;0;0
M442;Matematika;84;64;71;66;78;86;78;75;82;1;0;1;1;0;0;0
M443;Matematika;82;67;73;65;77;100;72;68;78;1;1;1;0;1;1;0
M444;Matematika;84;64;70;65;78;95;78;74;76;1;0;0;0;1;0;0
M445;Matematika;84;69;70;65;70;88;70;67;78;1;1;0;0;0;0;0
M446;Matematika;88;61;80;67;72;87;74;72;84;1;1;1;0;0;0;0
M447;Matematika;90;64;70;69;75;90;72;71;84;0;1;1;0;0;0;0
M448;Matematika;87;64;72;73;74;97;72;75;75;1;0;1;0;0;0;0
M449;Matematika;90;63;73;69;73;94;80;66;83;1;1;1;0;0;1;0
M450;Matematika;86;69;74;70;76;92;78;71;84;0;0;1;0;1;0;0
M451;Matematika;88;65;72;72;75;98;74;68;79;1;1;1;0;0;0;0
M452;Matematika;89;70;79;68;73;86;77;73;84;1;1;1;0;1;0;0
M453;Matematika;83;61;72;68;72;96;78;70;84;1;1;1;0;0;0;0
M454;Matematika;84;65;75;65;79;97;79;71;79;1;1;1;0;1;0;0
M455;Matematika;83;60;72;71;71;86;71;71;79;1;1;1;1;0;0;0
M456;Matematika;89;63;77;75;79;100;78;71;75;1;1;1;0;0;0;0
M457;Matematika;86;67;76;73;74;98;73;75;82;0;1;1;0;0;0;1
M458;Matematika;84;62;77;71;75;95;80;70;77;1;1;0;0;0;1;0
M459;Matematika;88;68;78;71;78;87;74;73;84;1;1;1;0;0;0;0
M460;Matematika;85;60;70;73;80;99;71;71;84;1;1;1;0;1;0;1
M461;Matematika;87;65;73;65;74;92;78;70;81;1;0;1;1;1;0;0
M462;Matematika;90;69;71;74;74;86;77;69;76;1;1;1;0;1;0;0
M463;Matematika;90;64;75;70;72;89;77;75;81;0;1;1;0;1;0;0
M464;Matematika;81;60;76;65;70;91;75;66;85;1;1;1;0;1;1;1
M465;Matematika;81;68;76;71;74;87;73;72;85;1;0;1;0;0;0;0
M466;Matematika;86;68;76;69;80;99;71;65;77;1;0;1;0;0;0;0
M467;Matematika;85;62;78;69;75;88;74;74;82;1;0;1;0;0;0;1
M468;Matematika;85;70;75;73;71;100;72;71;80;1;1;1;1;0;0;1
M469;Matematika;90;69;77;72;74;88;71;73;80;1;1;1;0;0;0;0
M470;Matematika;84;62;71;66;78;93;73;66;77;1;1;1;0;0;0;0
M471;Matematika;87;63;71;67;73;90;78;69;85;0;1;1;0;0;1;0
M472;Matematika;81;61;77;67;79;92;72;71;81;1;1;1;0;0;0;0
M473;Matematika;87;64;76;73;75;98;76;69;76;1;1;1;1;0;0;0
M474;Matematika;82;61;70;66;71;85;70;71;84;0;1;1;0;0;0;0
M475;Matematika;82;66;75;71;77;99;78;71;80;1;1;1;0;0;0;0
M476;Matematika;88;68;74;67;75;85;70;72;75;1;1;1;0;0;1;0
M477;Matematika;85;62;80;67;80;98;72;66;82;1;1;1;0;1;0;0
M478;Matematika;89;65;73;75;78;94;72;67;80;1;1;1;1;0;0;0
M479;Matematika;89;62;76;69;77;86;78;65;79;1;1;1;0;0;1;0
M480;Matematika;85;60;73;67;73;91;72;65;79;1;1;1;0;0;0;0
M481;Matematika;83;66;70;68;72;85;76;67;82;1;1;1;0;0;0;0
M482;Matematika;83;70;79;67;72;92;75;74;81;1;0;1;0;0;1;1
M483;Matematika;81;67;73;71;77;100;77;73;81;1;1;1;0;0;0;0
M484;Matematika;81;64;76;66;73;86;75;74;75;1;1;1;1;0;0;0
M485;Matematika;89;64;70;72;73;100;75;69;78;0;0;0;0;0;0;0
M486;Matematika;89;65;74;69;70;93;77;69;84;1;1;1;0;1;0;0
M487;Matematika;81;67;75;69;72;98;80;73;75;1;0;0;0;0;0;0
M488;Matematika;85;64;76;70;76;99;74;74;80;0;1;0;0;1;0;1
M489;Matematika;85;66;73;68;78;99;78;75;85;1;1;1;1;0;0;0
M490;Matematika;80;62;76;70;75;92;76;70;76;1;1;1;0;1;1;0
M491;Matematika;81;70;80;72;74;87;80;75;75;1;1;1;0;1;0;0
M492;Matematika;82;67;76;72;80;97;78;69;84;0;1;1;0;0;0;0
M493;Matematika;84;67;80;73;73;94;80;68;85;1;1;1;0;0;0;1
M494;Matematika;82;63;77;74;70;99;71;67;83;0;1;1;0;0;1;0
M495;Matematika;86;70;76;66;71;95;78;72;77;1;1;0;1;0;1;0
M496;Matematika;86;70;80;70;76;99;72;74;77;1;1;1;0;1;0;0
M497;Matematika;84;64;80;69;76;89;79;70;81;1;1;1;0;0;0;0
M498;Matematika;87;67;72;65;76;87;73;72;78;1;0;1;0;0;0;1
M499;Matematika;87;69;79;71;70;92;70;72;84;1;1;1;0;0;1;1
M500;Matematika;86;63;74;65;72;88;78;69;85;1;1;1;1;0;1;0
A001;Aktuaria;99;59;74;65;76;98;60;75;84;1;1;1;0;0;1;0
A002;Aktuaria;96;50;78;65;79;100;65;69;85;1;1;0;0;0;1;1
A003;Aktuaria;93;60;80;70;79;95;68;65;88;1;1;0;0;0;1;1
A004;Aktuaria;91;60;77;64;73;94;69;74;86;0;1;0;0;0;1;0
A005;Aktuaria;92;56;72;68;71;96;70;69;85;1;1;1;0;0;1;1
A006;Aktuaria;99;53;74;69;73;94;68;67;81;0;0;1;1;0;0;0
A007;Aktuaria;92;60;80;69;73;92;64;67;83;1;1;0;1;0;0;0
A008;Aktuaria;90;60;70;60;75;100;64;75;84;1;1;1;0;0;1;0
A009;Aktuaria;90;60;78;68;70;96;60;69;81;1;1;0;0;0;0;0
A010;Aktuaria;97;56;72;62;78;95;64;67;80;0;1;0;0;1;1;0
A011;Aktuaria;95;52;75;63;76;95;64;71;88;1;1;1;0;1;1;0
A012;Aktuaria;99;57;72;61;76;95;61;67;80;0;1;1;0;0;0;0
A013;Aktuaria;100;57;76;69;75;93;70;74;86;1;0;1;1;0;1;0
A014;Aktuaria;98;50;77;63;70;93;63;69;86;1;1;1;0;1;0;0
A015;Aktuaria;96;50;79;67;79;99;66;72;81;1;1;1;0;0;0;0
A016;Aktuaria;97;56;73;66;74;98;60;66;84;1;1;1;0;0;0;0
A017;Aktuaria;100;55;74;66;80;95;70;66;80;1;1;1;0;0;1;0
A018;Aktuaria;97;52;77;63;80;96;66;74;82;0;1;1;0;0;0;0
A019;Aktuaria;91;60;73;63;76;90;61;65;80;0;1;1;0;0;1;1
A020;Aktuaria;99;53;76;68;77;93;70;75;90;1;1;1;0;0;1;0
A021;Aktuaria;90;54;77;66;71;92;69;67;80;1;1;1;0;0;1;0
A022;Aktuaria;95;59;77;66;77;100;65;72;87;1;0;1;0;0;1;1
A023;Aktuaria;96;58;76;63;78;91;62;71;80;1;1;1;0;0;1;1
A024;Aktuaria;94;60;73;64;70;100;62;65;83;1;0;1;0;0;1;0
A025;Aktuaria;94;56;73;66;77;98;70;69;86;1;0;1;1;0;1;1
A026;Aktuaria;94;57;80;63;77;91;66;67;87;1;1;1;0;0;1;0
A027;Aktuaria;97;59;74;64;78;91;61;70;83;0;1;0;0;0;0;1
A028;Aktuaria;100;50;71;68;71;95;65;68;80;0;1;0;0;0;1;1
A029;Aktuaria;96;55;75;66;73;93;65;74;83;1;1;1;0;0;1;0
A030;Aktuaria;98;60;74;64;73;96;60;66;90;1;1;1;1;0;0;0
A031;Aktuaria;96;56;78;69;72;95;67;74;86;0;0;1;0;0;1;0
A032;Aktuaria;95;57;72;65;79;99;65;69;84;1;1;1;0;0;0;0
A033;Aktuaria;95;58;73;65;79;98;62;72;84;0;1;1;0;0;1;0
A034;Aktuaria;90;58;76;69;77;100;64;75;80;1;1;1;0;0;0;0
A035;Aktuaria;92;57;76;60;74;98;69;71;82;1;1;1;0;0;1;0
A036;Aktuaria;100;58;73;69;70;99;68;71;84;1;1;1;0;1;1;0
A037;Aktuaria;98;50;71;68;75;93;69;65;83;1;1;1;0;0;1;0
A038;Aktuaria;95;53;71;62;80;100;70;70;81;1;1;1;0;0;1;0
A039;Aktuaria;95;52;78;70;78;92;66;74;85;1;1;1;0;0;0;0
A040;Aktuaria;91;60;70;66;75;96;70;67;83;1;1;1;0;0;1;0
A041;Aktuaria;98;57;78;66;76;92;67;65;80;1;1;1;0;0;1;0
A042;Aktuaria;95;57;73;69;79;100;61;67;84;1;1;1;0;0;1;0
A043;Aktuaria;95;51;75;61;77;100;70;74;87;0;1;1;1;0;0;0
A044;Aktuaria;99;60;72;60;80;100;60;72;80;1;0;0;1;0;1;1
A045;Aktuaria;95;50;71;67;79;95;61;69;86;1;0;1;1;1;1;0
A046;Aktuaria;97;54;80;64;73;98;65;70;82;1;1;1;0;0;1;0
A047;Aktuaria;93;59;70;65;72;92;69;66;81;1;1;1;0;0;0;0
A048;Aktuaria;92;50;77;67;70;100;70;69;82;1;0;1;0;0;1;1
A049;Aktuaria;91;52;73;68;76;90;66;75;89;1;1;1;0;0;0;0
A050;Aktuaria;90;56;72;68;74;100;66;67;82;1;1;1;0;0;1;0
A051;Aktuaria;90;59;70;64;72;100;68;70;90;1;1;1;0;0;1;0
A052;Aktuaria;95;56;76;64;71;94;69;74;90;1;1;1;0;0;1;0
A053;Aktuaria;94;60;71;60;75;92;63;68;80;1;1;0;1;1;1;0
A054;Aktuaria;98;52;70;62;76;91;62;71;82;1;1;0;1;0;1;1
A055;Aktuaria;94;55;78;61;79;95;61;74;80;1;1;0;0;0;1;0
A056;Aktuaria;97;58;76;61;72;99;67;74;83;1;1;1;0;1;1;0
A057;Aktuaria;91;60;74;69;78;98;62;75;80;1;0;1;0;0;1;0
A058;Aktuaria;97;57;77;64;72;91;64;73;87;0;1;1;0;0;0;0
A059;Aktuaria;98;54;78;67;77;93;65;70;84;0;1;0;0;0;1;1
A060;Aktuaria;94;53;80;65;70;95;64;74;80;1;1;1;0;0;1;0
A061;Aktuaria;91;58;75;66;70;93;63;71;84;1;0;0;0;0;1;0
A062;Aktuaria;91;58;71;62;76;98;69;71;85;1;0;1;0;0;1;0
A063;Aktuaria;97;51;77;62;77;96;66;67;81;1;1;1;0;0;0;0
A064;Aktuaria;90;54;74;60;77;97;60;69;86;1;1;1;0;0;1;0
A065;Aktuaria;94;59;72;65;71;97;70;73;80;1;1;1;0;0;1;0
A066;Aktuaria;94;53;80;69;72;95;60;68;89;1;0;1;0;0;0;0
A067;Aktuaria;98;56;71;65;73;90;63;65;89;1;1;1;0;0;0;1
A068;Aktuaria;93;57;79;63;78;97;65;69;90;1;0;1;0;0;1;0
A069;Aktuaria;93;53;77;65;77;94;68;65;87;1;1;1;1;0;1;0
A070;Aktuaria;93;54;71;66;80;95;70;71;80;1;1;1;0;0;1;0
A071;Aktuaria;92;56;76;66;80;92;63;69;89;1;0;1;0;0;0;0
A072;Aktuaria;95;60;70;69;74;90;60;74;90;1;1;1;1;0;1;0
A073;Aktuaria;97;54;78;64;80;96;60;73;85;1;1;1;0;0;1;0
A074;Aktuaria;95;52;77;65;75;93;69;72;89;1;1;0;1;0;1;0
A075;Aktuaria;98;59;75;66;73;100;62;66;88;1;1;1;0;0;1;0
A076;Aktuaria;92;56;75;63;78;97;63;74;89;0;1;1;0;0;1;0
A077;Aktuaria;95;54;77;68;80;100;60;73;89;1;1;1;0;1;1;0
A078;Aktuaria;98;56;76;70;73;97;68;75;90;1;1;1;0;1;0;0
A079;Aktuaria;99;55;79;69;79;93;69;66;89;0;1;0;0;1;1;1
A080;Aktuaria;94;59;80;60;70;100;64;68;90;1;1;1;0;0;1;0
A081;Aktuaria;96;55;76;64;72;98;69;74;89;0;1;0;0;0;0;1
A082;Aktuaria;95;57;71;68;70;92;69;67;86;0;1;1;0;1;1;0
A083;Aktuaria;91;53;70;69;72;96;70;67;81;1;1;1;1;1;1;0
A084;Aktuaria;90;54;80;67;79;94;66;66;89;1;1;1;0;0;1;0
A085;Aktuaria;94;58;76;66;72;100;68;74;83;1;1;1;0;0;1;0
A086;Aktuaria;94;57;76;60;73;97;63;72;90;1;1;1;0;0;1;1
A087;Aktuaria;91;50;79;62;74;90;60;67;90;0;0;1;0;0;1;0
A088;Aktuaria;91;56;80;68;72;98;65;69;80;1;1;1;0;0;1;0
A089;Aktuaria;93;58;80;66;75;98;62;72;84;1;0;0;1;1;0;0
A090;Aktuaria;92;55;75;66;78;91;65;66;86;1;1;0;1;0;0;0
A091;Aktuaria;91;57;71;66;74;98;62;68;83;1;1;1;0;0;0;1
A092;Aktuaria;94;60;80;67;74;98;63;73;83;1;1;1;0;0;0;0
A093;Aktuaria;99;50;72;64;74;91;70;66;83;1;0;1;0;0;1;0
A094;Aktuaria;90;57;79;70;76;90;62;75;85;1;1;1;1;0;1;0
A095;Aktuaria;99;55;76;68;77;94;61;65;90;1;1;1;0;0;1;0
A096;Aktuaria;98;60;78;67;74;95;68;73;82;1;0;1;0;1;1;0
A097;Aktuaria;91;56;78;62;73;95;66;70;87;1;0;1;1;1;1;0
A098;Aktuaria;95;60;71;65;76;97;70;71;84;1;0;1;0;0;1;0
A099;Aktuaria;93;50;80;68;71;100;63;69;88;1;1;0;0;0;1;1
A100;Aktuaria;97;59;72;64;77;96;62;70;84;1;0;0;0;0;0;0
A101;Aktuaria;97;51;80;63;77;99;63;72;80;1;1;0;0;1;0;0
A102;Aktuaria;91;50;72;61;78;92;69;65;90;0;0;0;0;0;1;0
A103;Aktuaria;94;53;79;61;77;95;62;72;83;1;0;1;0;0;1;0
A104;Aktuaria;95;54;74;70;76;98;65;69;89;0;0;1;1;0;1;0
A105;Aktuaria;95;53;76;61;77;99;67;68;86;1;1;1;0;0;0;0
A106;Aktuaria;99;54;75;61;72;97;70;74;86;0;1;1;1;0;1;0
A107;Aktuaria;100;50;72;65;72;98;68;72;88;0;1;0;0;0;1;1
A108;Aktuaria;98;60;80;68;73;95;63;72;82;0;0;1;0;1;0;0
A109;Aktuaria;97;58;78;68;80;93;62;71;90;1;1;1;0;0;1;0
A110;Aktuaria;98;57;78;70;77;97;63;73;84;0;1;1;0;0;0;0
A111;Aktuaria;97;54;76;64;72;91;70;73;84;1;1;1;0;0;1;0
A112;Aktuaria;96;56;79;67;78;98;63;74;82;0;1;1;1;0;1;1
A113;Aktuaria;92;57;70;66;78;97;69;70;81;1;1;1;0;0;0;1
A114;Aktuaria;100;57;74;64;76;92;61;71;80;1;1;1;0;0;0;0
A115;Aktuaria;91;55;70;63;79;93;61;67;90;1;1;1;0;0;0;1
A116;Aktuaria;93;54;79;65;74;93;65;75;85;1;1;0;1;0;1;1
A117;Aktuaria;100;52;75;69;74;98;69;70;85;1;1;1;0;0;1;1
A118;Aktuaria;98;57;74;67;77;96;62;65;82;1;1;0;0;0;1;0
A119;Aktuaria;99;56;76;68;70;93;66;68;87;0;1;1;1;0;1;0
A120;Aktuaria;91;50;76;67;77;90;62;66;82;1;1;0;0;0;1;0
A121;Aktuaria;100;51;71;60;80;98;67;72;82;1;0;0;0;0;1;0
A122;Aktuaria;91;55;80;66;78;95;62;70;90;1;1;1;0;0;1;0
A123;Aktuaria;94;55;71;68;76;99;62;66;81;0;0;1;1;0;1;0
A124;Aktuaria;91;50;79;70;76;94;64;67;86;1;1;1;0;0;1;0
A125;Aktuaria;97;56;71;62;74;100;65;71;85;1;1;0;1;1;1;0
A126;Aktuaria;96;60;74;64;70;91;61;71;90;1;1;0;0;0;0;0
A127;Aktuaria;90;56;73;70;79;90;66;72;88;1;1;1;0;0;0;0
A128;Aktuaria;100;54;79;68;73;90;63;69;85;1;1;1;1;0;1;1
A129;Aktuaria;91;58;70;70;71;97;62;73;87;1;1;0;1;0;1;0
A130;Aktuaria;91;59;70;69;80;96;63;69;90;0;1;1;0;0;1;0
A131;Aktuaria;92;59;79;69;77;95;62;71;90;1;1;0;1;1;1;0
A132;Aktuaria;95;54;72;68;76;93;63;74;88;1;0;1;0;0;0;0
A133;Aktuaria;96;58;78;65;74;95;69;66;88;0;0;0;1;0;1;0
A134;Aktuaria;93;58;74;63;73;95;68;71;82;0;1;1;0;0;1;0
A135;Aktuaria;92;60;75;69;78;91;65;71;80;1;1;1;0;0;1;1
A136;Aktuaria;94;51;71;67;71;91;61;68;81;0;0;0;1;0;1;1
A137;Aktuaria;95;56;80;60;71;94;65;66;89;1;1;1;0;0;1;1
A138;Aktuaria;100;51;78;61;73;94;63;66;86;0;1;1;0;0;1;1
A139;Aktuaria;96;56;73;69;79;94;66;73;83;0;1;1;0;1;1;1
A140;Aktuaria;99;51;76;61;74;91;63;69;90;1;1;1;0;1;1;1
A141;Aktuaria;90;55;73;63;78;94;63;65;89;1;1;1;1;0;1;0
A142;Aktuaria;91;54;71;70;73;95;69;66;80;1;1;1;0;0;1;0
A143;Aktuaria;100;59;71;70;70;91;70;67;87;0;1;1;0;0;1;0
A144;Aktuaria;93;53;74;64;77;93;67;75;89;1;1;1;0;0;0;0
A145;Aktuaria;98;56;80;67;78;97;66;67;85;1;1;1;0;0;1;1
A146;Aktuaria;97;54;73;70;75;98;68;67;86;1;1;1;0;0;1;0
A147;Aktuaria;91;51;73;65;70;95;66;68;81;1;1;0;1;1;1;0
A148;Aktuaria;96;52;78;70;79;98;69;75;86;1;1;1;0;1;1;0
A149;Aktuaria;92;51;75;68;71;92;63;74;80;0;1;1;1;0;1;0
A150;Aktuaria;97;57;74;61;71;95;60;66;89;0;1;1;0;1;1;0
A151;Aktuaria;91;54;75;62;75;91;61;72;88;0;1;1;0;0;1;1
A152;Aktuaria;94;56;75;63;74;98;60;68;90;1;0;1;0;1;1;0
A153;Aktuaria;97;57;75;64;73;95;66;72;89;1;1;0;1;0;1;0
A154;Aktuaria;97;52;75;64;77;97;65;68;89;1;1;1;0;0;1;0
A155;Aktuaria;98;54;79;63;77;93;65;66;84;0;1;1;1;0;1;0
A156;Aktuaria;94;57;72;70;73;95;68;75;87;1;1;1;1;0;1;0
A157;Aktuaria;92;55;74;69;79;96;63;66;83;1;1;1;0;0;0;0
A158;Aktuaria;96;60;72;68;80;99;69;65;87;1;1;1;0;0;1;1
A159;Aktuaria;90;54;75;61;72;95;65;67;82;1;1;1;0;1;1;0
A160;Aktuaria;92;51;80;63;70;90;62;68;83;0;1;1;1;1;0;0
A161;Aktuaria;96;59;71;61;77;100;70;66;89;1;1;1;0;0;1;1
A162;Aktuaria;95;56;71;61;75;94;65;67;87;1;1;1;0;0;1;1
A163;Aktuaria;95;53;76;62;72;97;64;75;84;1;1;1;0;1;1;0
A164;Aktuaria;94;55;71;64;72;99;69;70;84;0;1;1;0;0;0;1
A165;Aktuaria;94;51;74;70;78;92;66;66;82;1;1;1;1;0;1;1
A166;Aktuaria;98;52;75;64;78;97;62;65;90;1;1;1;0;0;1;1
A167;Aktuaria;98;52;76;60;72;95;66;69;89;1;1;1;1;0;0;1
A168;Aktuaria;96;54;74;62;70;92;66;70;90;1;1;1;1;0;1;0
A169;Aktuaria;93;52;77;70;80;97;64;71;84;0;1;1;0;0;1;0
A170;Aktuaria;94;60;73;66;78;96;65;75;81;1;1;0;0;1;1;1
A171;Aktuaria;99;56;71;65;77;92;61;67;87;1;1;1;0;1;0;1
A172;Aktuaria;95;53;78;67;80;96;64;65;80;0;0;1;0;0;1;0
A173;Aktuaria;91;55;77;66;73;94;65;72;83;1;1;0;0;0;1;0
A174;Aktuaria;91;53;80;68;79;95;63;70;89;1;1;1;0;0;1;1
A175;Aktuaria;91;59;78;64;71;93;60;65;82;1;1;0;0;0;1;1
A176;Aktuaria;95;53;79;67;80;92;67;72;85;1;0;1;0;1;1;0
